deg     Ea          Ea0    deltaA   deltaAproc
0.      2.67 	      0   -2.6700  -76.5043
45.     1.39 	 2.4678    1.0778   30.8826
90.     0.48 	 3.4900    3.0100   86.2464
135.    0.5 	 2.4678    1.9678   56.3840
180.    0.71 	 0.0000   -0.7100  -20.3438
225.    1.67 	-2.4678   -4.1378 -118.5617
270.    2.84 	-3.4900   -6.3300 -181.3754
315.    3.49 	-2.4678   -5.9578 -170.7107
360.    3.03 	-0.0000   -3.0300  -86.8195
