deg     Eb          Eb0      deltaB   deltaBproc
0.      3.49	    4.4600    0.9700   21.7489
45.     1.86	    3.1537    1.2937   29.0066
90.     0.65	    0.0000   -0.6500  -14.5740
135.    0.29	   -3.1537   -3.4437  -77.2129
180.    1.42	   -4.4600   -5.8800 -131.8386
225.    2.87	   -3.1537   -6.0237 -135.0605
270.    4.25	   -0.0000   -4.2500  -95.2915
315.    4.46	    3.1537   -1.3063  -29.2893
360.    3.37	    4.4600    1.0900   24.4395
